beta,sigma,theta1,theta2
2.612692,2.380699,2.415616,2.326409
3.384364,4.143547,3.036371,4.181881
3.612839,2.755399,2.494187,2.954787
2.608299,2.019295,1.560540,1.737331
0.604579,0.053091,0.228129,0.766302
0.944746,0.340205,0.482718,0.352682
0.145090,0.205683,0.741930,1.064273
0.559293,0.626487,1.263793,1.891940
1.191318,1.233575,0.936353,0.543316
0.579001,1.488359,1.582758,1.476712
1.767468,1.913142,2.574674,2.177168
1.857879,1.358992,1.684166,1.841608
1.284936,1.470728,1.066978,1.573484
1.220052,0.917917,0.658506,0.598484
0.400165,0.898856,0.610110,0.614428
0.562327,1.080325,0.359937,0.689707
0.759824,0.877831,1.059706,0.550431
0.476447,0.227938,0.205520,0.863285
0.460667,0.311099,0.051377,0.144036
0.158777,0.020625,0.824803,1.793466
1.918391,2.332207,2.321519,2.233181
2.735764,2.750099,1.786577,1.303166
2.389061,1.918333,2.428845,2.681611
2.994518,2.480209,2.912994,3.499124
2.772099,3.139405,2.338924,2.888531
2.281126,3.282400,2.995079,2.668550
3.082070,2.673597,2.786703,2.231180
1.986999,1.337394,1.801682,1.858380
2.290060,1.955401,1.115919,0.930957
0.703316,0.631543,1.018278,0.531394
0.397584,1.892940,1.292870,0.910808
0.745976,0.636534,1.232413,0.914353
1.793698,0.324051,0.580329,0.342065
1.395034,1.523435,0.534276,0.322528
0.371747,0.691707,1.802009,1.196073
1.226041,1.107588,1.746353,1.026320
0.575865,0.459217,0.031727,0.007053
0.279387,0.013684,0.425817,0.379289
0.523564,0.224850,0.249836,0.291032
0.396631,0.270589,0.625496,1.213883
0.612098,0.347999,0.316039,0.047743
0.174881,0.096252,0.044328,1.756982
0.796729,0.717073,0.981086,1.126177
1.150899,1.244704,2.063961,1.214701
1.340382,1.883147,1.333811,1.202621
1.171974,1.088938,0.513637,0.852877
0.754526,0.184954,0.773893,1.011927
0.355291,0.236156,0.106281,0.478880
0.462073,0.145381,0.091868,0.257522
0.774213,0.487320,0.319405,0.882137
0.850905,0.773467,0.306254,0.935954
0.932091,0.568561,0.101017,0.097249
0.408156,0.071994,0.354856,0.178578
0.705751,0.351111,0.143575,0.871746
0.752924,0.073854,0.773420,1.041695
0.081642,0.091308,0.605843,0.120493
0.151516,0.657334,0.561172,0.327189
0.159176,0.188670,0.022218,0.014537
0.076760,0.291118,0.443008,0.787924
0.114480,0.533248,0.534129,0.314095
0.074098,0.275815,0.278597,0.433366
0.289664,0.250001,0.889192,0.943050
0.871111,0.887653,0.527462,0.331975
0.265463,0.191175,0.717506,0.323256
0.081859,0.529319,0.720518,0.003878
0.018959,0.006491,1.092641,0.803885
0.459325,0.625515,0.336728,0.071460
0.192946,0.131086,0.605198,0.372942
0.032011,0.056743,0.381872,0.434720
0.672297,0.598896,0.737748,0.546693
0.997565,0.299342,0.523507,0.258951
0.226151,0.195850,0.005153,0.642621
0.531772,1.125783,0.421047,0.507283
0.424910,0.615700,0.269518,0.173596
0.356215,0.078687,0.315488,0.084539
0.630497,0.219436,1.208311,0.158410
0.189131,0.599441,0.324946,0.810401
0.433341,0.287914,0.252579,0.048266
0.166841,0.028825,0.523825,0.179201
0.416531,0.875972,0.320759,0.945451
0.785154,1.057795,2.467789,2.577983
1.821278,2.124598,2.427397,2.613111
1.275087,1.033844,0.788514,0.604496
0.349192,0.249188,0.001533,0.098459
0.469890,0.355577,0.032022,0.875726
1.147732,0.185060,0.452931,0.211509
0.448980,0.609800,0.545280,1.184635
0.988086,1.554647,1.191591,1.292276
0.868754,1.854870,1.696872,0.842656
0.616584,1.287300,1.931416,1.466156
1.268825,0.597496,1.304624,0.076813
0.933479,0.694207,0.705871,0.534654
0.540889,0.885569,0.648878,0.671791
0.366382,0.562570,0.188613,0.416587
0.615042,0.818090,0.938341,0.700290
0.473749,0.191674,0.145589,0.405264
0.872687,1.791849,1.773782,0.880890
0.368545,0.847896,0.621019,0.756383
1.878041,1.535608,2.087067,2.290262
3.182324,3.089833,3.195999,3.163865
2.263070,1.882512,2.140818,2.345404
3.342983,2.805627,1.695419,1.675199
1.470547,2.073702,2.082628,1.684934
2.825160,3.129859,2.189978,1.438117
1.774205,0.880520,1.091148,0.583463
0.146679,0.020722,0.402544,0.538301
0.709911,0.792296,0.181581,0.163877
0.091721,0.150057,0.542068,1.354541
1.552691,1.452749,1.024782,2.515381
1.839084,1.841952,0.717426,0.065456
0.387232,0.113798,0.327233,0.891584
0.329615,0.544231,0.491603,0.036178
0.445621,0.019453,0.417098,1.096920
1.680842,0.157637,0.896501,1.552326
1.120380,0.899384,0.390848,0.506935
0.614030,0.296174,0.387612,0.703548
0.142406,0.771256,0.506485,0.767570
0.611425,0.267159,0.043932,0.401384
1.040633,1.652657,2.043979,2.459808
2.672254,1.433164,0.903225,0.446904
0.446310,0.036751,0.305547,0.273463
0.117908,0.715120,0.654101,0.658917
1.034778,1.159042,0.844793,0.408370
0.301085,0.561971,0.457047,0.430371
0.189113,0.535097,1.713933,1.340204
1.255953,1.110154,0.753729,0.419589
0.276760,0.724910,1.240963,1.347853
1.516426,1.514686,0.752927,0.639184
0.269733,0.228809,0.776809,0.562765
1.413105,1.811941,2.255422,2.012206
2.592987,2.371859,1.792263,1.162539
0.325872,0.759660,0.948005,0.769185
0.400747,0.181653,0.228269,0.800207
0.968094,1.638377,1.338562,1.338660
1.065016,1.757114,1.394351,1.552777
2.658882,2.856189,3.893442,3.659696
4.084926,3.095947,3.824101,4.532635
3.674231,3.723868,3.109517,1.872041
1.969180,1.773246,1.092794,0.420645
0.042192,0.029027,0.158037,0.022062
0.818108,0.983232,1.067728,0.909057
0.689658,0.403152,0.654360,0.481261
0.220359,0.619418,0.119976,0.214579
0.391515,0.520745,0.239538,0.616545
0.114513,0.266066,0.286353,0.395064
0.502799,1.400117,0.380355,0.060652
1.367256,0.419393,0.717908,0.570571
1.685246,1.760342,1.178960,0.759135
2.019002,2.361593,2.678678,2.630442
2.522173,2.164748,0.689652,0.065162
0.673070,0.757751,0.248288,0.424925
0.403955,0.014322,0.141267,0.108880
0.205453,0.734240,0.318603,0.404932
0.664003,1.666570,2.219004,2.121797
2.757806,2.686866,1.922389,2.479353
2.528960,2.941288,2.758486,1.849322
1.570464,0.369331,0.688246,1.292973
1.640380,2.345215,1.113369,0.276379
0.352742,0.342150,0.598321,0.847123
0.772576,0.531946,0.184795,0.944958
0.244020,0.226425,0.007014,0.484289
0.242052,0.384191,0.062913,0.751080
0.437388,0.224761,0.385578,0.007679
0.000535,0.454715,0.546319,0.104789
0.228377,0.016356,0.236312,0.380153
0.342557,0.728315,0.779546,0.712305
0.435905,0.306589,0.553008,0.629046
0.703687,0.852087,0.478890,0.192544
0.610702,0.830600,2.402338,2.119762
1.053014,0.596984,1.114625,0.744327
0.910143,1.230736,0.562713,0.466668
0.080187,0.468791,1.008832,0.251464
0.551082,0.808190,0.754289,1.088046
0.298004,0.488653,0.760601,0.013909
0.319512,0.163544,0.225543,0.140008
0.024694,0.015577,0.555630,0.265240
0.352921,0.334251,0.450571,0.447456
0.654135,0.143362,0.021657,0.005640
0.034471,0.252225,0.976092,0.921995
0.303241,1.024440,0.880960,0.805437
0.729231,0.679667,0.006427,0.076520
0.222161,0.123548,0.129399,0.532803
0.680511,0.051492,0.334201,0.302218
1.172177,0.558729,0.419440,0.349621
0.156464,0.573753,0.866158,0.687739
0.522293,1.435780,1.415903,1.712178
1.744628,2.057446,3.108211,2.505921
2.699657,3.240812,3.161639,2.812392
3.185139,3.087745,3.037981,3.325181
4.252580,3.422585,4.710839,3.986036
3.946112,4.217032,4.396135,2.980033
2.618857,2.724856,3.297924,3.136383
2.588077,2.659022,1.656489,1.778548
2.120076,2.236693,2.134187,1.809585
1.658956,1.070341,0.610895,0.544862
0.354315,0.821666,0.697333,0.629004
0.829858,0.563551,0.501935,0.544336
0.833467,1.640567,2.440284,1.566422
1.625837,1.953396,0.345716,0.455619
0.701552,1.212001,1.066734,2.248804
1.842721,1.721398,1.217635,1.736874
1.102621,1.198897,0.955958,0.574089
1.027234,1.513819,1.959018,2.450258
2.300029,1.389134,1.386732,0.401431
0.179618,0.253416,0.345706,0.237123
0.324129,0.097634,0.018710,0.703408
0.420962,0.131524,0.212749,0.316525
0.059832,0.504258,0.603035,0.425665
0.285151,0.507884,0.345538,0.099974
0.057383,0.979286,1.034338,0.189800
0.037866,0.329989,0.184060,0.163191
0.163449,0.440274,1.418001,1.135243
1.033650,0.693759,0.351054,1.008075
2.008287,1.951039,1.625142,1.747213
2.239713,2.316428,1.983075,2.185609
1.984293,2.150158,2.201619,2.858711
2.297243,0.767308,1.362930,0.393667
0.288835,0.235959,0.530008,0.591504
0.460199,0.216582,0.149530,0.660841
0.159803,0.639635,1.196224,0.884031
0.462878,0.268033,0.574391,0.521907
0.626638,0.077371,0.232847,0.405253
1.902729,2.294488,2.978333,3.175613
2.732092,3.329445,1.428636,0.213420
0.834575,1.325279,1.287444,1.212766
0.982947,0.314321,0.132403,0.151380
1.009535,0.110535,0.867237,0.156297
0.619060,0.460510,0.662223,0.818942
0.408655,0.274699,0.133406,0.207179
0.642840,0.732767,0.083392,0.059949
0.416515,0.766838,1.536880,0.811385
0.556438,0.100843,0.341468,0.317852
0.952548,0.944121,0.864561,1.996236
1.485406,1.529297,2.013775,2.211214
0.873350,0.410894,0.902325,0.295400
0.411195,0.377807,0.224614,0.633445
0.727521,0.810196,0.803481,0.601542
0.044625,0.046597,0.170927,0.104259
0.296592,0.259547,0.007922,1.192389
1.483652,1.208629,1.761860,1.100151
0.885682,0.707014,0.734559,0.007515
0.246893,0.478505,0.151789,0.322618
0.524551,0.878964,0.698538,0.534507
0.706275,0.261598,0.221617,0.446990
0.529411,0.019106,0.294601,0.099349
0.226454,0.141558,0.101607,0.932600
1.101264,1.642615,2.302768,1.996366
2.679503,1.780436,1.806720,1.267821
1.817717,2.270967,2.377666,3.081823
3.853406,3.703637,3.706461,3.466303
3.488586,2.729425,2.143876,2.424956
2.708536,2.188753,2.684948,2.990292
3.293561,3.429264,4.493600,3.957612
4.355018,3.612213,3.294328,2.917182
2.673838,2.559133,3.355786,2.593582
2.028053,1.092952,1.188566,0.401836
0.330115,0.496111,0.808914,0.262183
0.039402,0.167582,0.773613,0.267851
0.444531,0.141500,0.069765,0.704531
0.796167,1.375963,0.683578,0.660336
0.532322,0.139395,0.104450,0.293511
0.611844,0.117187,0.184049,0.857429
0.668627,0.173541,0.112412,0.682079
0.559380,0.593011,1.002946,1.302322
1.044711,0.780384,0.674115,0.778410
1.353444,1.504095,0.406721,0.659606
0.603077,0.011321,0.578427,0.246378
0.486981,0.558354,0.341679,0.645887
0.761365,0.212395,1.264070,0.495922
0.349596,0.520885,0.449684,1.212988
1.143810,0.532320,0.222979,0.274399
0.307728,0.069837,0.038259,0.408517
0.029363,0.456816,0.622428,0.229621
0.512076,1.199952,0.325911,0.636784
0.116168,0.402904,0.297346,0.885777
0.863710,0.491080,0.469208,0.911306
1.448450,1.513200,0.336131,0.339075
0.314547,1.638387,0.956093,0.475567
0.234775,0.182635,0.590316,1.951379
1.058763,0.855617,0.929257,0.787938
0.515872,0.009542,0.140608,0.142844
0.034482,0.293481,0.234717,0.244910
0.850024,0.999790,0.852514,0.397425
0.554862,0.869464,0.782828,0.184221
0.237495,0.084012,0.471994,0.720139
0.753571,0.781669,0.302567,0.332439
0.384208,0.408522,0.076571,1.334888
1.134562,1.043301,1.361851,0.327893
0.581886,0.517780,0.300480,0.708322
0.136363,0.122498,0.711865,0.585566
0.009923,0.055389,0.179247,0.025001
0.636625,0.024524,0.124579,0.293139
0.795870,1.173957,0.628506,0.077832
0.028085,0.914383,0.729774,0.238191
0.408518,0.435384,0.109318,0.548737
0.757307,1.731865,1.159134,0.794299
1.351689,1.130544,1.590985,1.434927
0.947912,0.726549,0.461850,0.269906
0.020322,0.258759,0.241812,0.398985
0.389495,0.213086,0.634725,1.221217
1.551963,0.869490,0.655902,0.687532
1.603011,1.160254,0.885297,0.564252
1.025742,1.801372,1.008676,1.438811
1.245976,1.855126,1.466656,0.513685
0.173687,0.358515,0.279873,0.389160
0.445163,0.015491,0.068427,0.508277
0.519632,0.153122,0.225494,0.555172
0.545387,0.482516,0.915699,0.634943
0.965823,1.148569,0.254212,0.367524
0.201861,0.150683,0.257391,1.067043
0.223935,0.944322,0.860588,0.677554
0.246433,0.493958,0.840234,1.604019
0.566437,1.163613,0.323807,0.741914
0.318044,0.810410,0.988780,0.736826
1.100405,0.711506,0.715142,0.148367
0.074774,0.975326,2.071597,2.001460
1.533308,2.066127,2.440296,2.971666
2.727127,2.791309,3.350855,2.765238
2.520271,1.288837,1.215048,0.768239
0.867704,1.108783,0.527034,0.841691
0.412755,0.175722,0.028327,0.062381
1.064097,0.411104,0.604039,0.425704
0.390183,0.416443,1.102239,0.925886
0.010925,0.348425,0.299046,0.523116
0.612529,0.020158,0.150776,0.092980
0.082092,0.911993,0.827650,0.314590
1.147723,1.654047,2.473631,2.191010
1.188290,1.031895,0.577687,0.001018
0.052101,0.185558,0.132185,0.531312
0.406939,0.097448,1.029967,0.234562
0.091826,0.273513,0.103157,0.550250
1.062453,0.967749,0.123354,0.347495
0.611780,0.309640,1.273747,1.245785
1.194197,2.309670,1.100272,1.043632
1.207438,1.970785,1.425370,0.920639
1.296372,1.053815,0.896979,0.805004
1.207509,0.891683,0.621963,0.483968
0.926448,1.073023,0.582997,0.386921
0.681133,0.503309,1.429805,1.392279
1.829514,2.062937,1.274084,1.490694
0.811424,0.613211,0.231056,0.119133
0.444518,0.079336,0.325808,0.228078
0.941663,0.065713,0.220835,0.141109
0.960847,0.646168,1.395615,1.876259
1.714420,1.237697,0.378471,0.454468
0.347610,0.398213,0.427360,0.025525
0.865087,0.186645,0.038059,0.677589
1.012110,0.322559,0.776121,1.002753
0.620785,1.650933,0.489385,1.285917
0.632226,1.121324,0.622917,0.535679
1.342934,1.409426,1.440586,1.280799
2.358606,2.318802,1.720139,1.302711
1.530858,1.930316,1.734599,1.625994
2.101046,2.404552,1.552619,1.063290
0.285530,0.824250,0.695225,1.680737
1.344757,1.444245,2.213572,1.509958
0.917861,0.765823,1.311802,0.937268
0.666933,1.514805,1.569405,1.614720
1.083050,1.056011,0.779590,1.144412
1.047023,0.422271,0.041750,0.343873
0.677474,0.917888,0.576442,0.235708
0.573479,0.106731,0.383806,0.441118
0.454551,0.237520,0.434862,0.588211
0.604562,0.246545,0.286038,0.686713
0.824479,0.582760,0.130263,0.366186
0.701648,0.616803,0.152636,0.875889
1.361897,0.875434,0.852266,1.550520
1.076601,0.426516,0.700914,0.053036
0.170961,1.117135,0.916817,0.583594
0.556892,0.925224,0.908051,0.500326
0.697976,0.703332,1.073842,0.673989
1.123794,0.372251,1.220269,1.208622
1.785688,1.753394,1.447628,1.301906
0.861188,0.389821,0.656508,0.004070
0.132862,0.006419,0.203733,0.522836
0.903331,0.008694,0.216081,0.377768
0.630526,0.489305,0.012575,0.947495
1.639982,1.619284,1.600720,1.213292
0.478131,0.650891,1.335269,1.310818
0.221550,0.040958,0.183060,0.088660
0.052518,0.042440,0.158934,0.458302
0.442412,0.433033,0.184127,0.578308
0.271959,0.010573,0.186520,0.089557
0.557985,0.009362,0.572151,0.312830
0.174947,0.860695,1.173143,0.583979
0.523717,0.286925,0.294276,0.537195
0.492157,0.031500,0.003346,0.218144
0.180224,0.464628,0.358036,0.398843
0.225241,0.025312,0.207418,1.099418
0.174064,0.450298,1.024764,2.079895
1.603192,0.694658,1.485027,2.087807
2.506870,3.576690,3.174321,3.866259
4.650804,4.302942,3.855511,4.532639
4.803263,4.238314,3.957616,3.475827
3.163721,3.395992,4.264324,4.887255
4.304261,4.744486,4.700913,4.806492
4.731401,4.893217,4.508647,4.272438
3.837537,3.542600,3.320859,3.648860
3.765959,4.023847,3.733599,4.157835
4.237153,4.438056,4.344891,4.267920
4.357877,4.662791,4.434352,4.255304
4.241543,4.108393,4.602982,4.792229
4.752854,4.502893,4.482582,3.949524
4.395523,4.006301,4.095588,3.510065
4.157899,4.574493,4.439862,4.570266
3.775315,4.145993,3.612098,3.217801
2.389070,2.167611,2.443036,3.432930
3.351314,3.874385,3.227293,3.536214
3.562193,2.982332,2.273161,2.527911
2.939537,2.693328,2.861157,3.791437
4.651083,4.326579,3.915365,4.232821
4.454120,4.022819,3.608481,3.452681
3.479733,2.703724,2.264163,2.360397
2.175554,2.759118,2.540000,3.504512
2.604055,3.335813,2.480116,3.022558
3.318279,3.731510,3.962412,4.443537
4.515506,4.273139,4.539853,4.798490
4.785036,4.323178,3.148329,3.323927
2.130540,1.940551,1.216456,1.663174
2.471078,3.302220,3.313438,3.181519
2.905800,3.330717,2.441602,1.555069
1.823667,2.216632,2.666737,3.311590
2.803379,3.215568,2.953892,2.387173
3.143123,3.513192,3.295759,2.968536
2.551036,2.505573,2.332120,0.801570
0.500039,0.633219,0.200047,0.004423
0.344724,0.216615,0.007648,0.446426
0.961239,2.195179,2.162969,2.432178
2.585626,3.099870,2.871004,3.333100
3.699174,3.505060,3.996687,2.384058
1.967943,2.101689,1.717219,2.103545
2.172110,1.919890,1.872546,1.920571
1.688739,1.251816,1.097172,0.898333
0.464654,0.202322,0.461200,0.652560
0.859994,0.363116,0.286575,0.304517
0.881634,0.212430,0.560184,0.515497
1.039650,1.436343,1.362457,1.124009
1.646929,1.225011,0.312453,0.488190
0.760278,0.934591,0.284555,0.023834
0.269223,1.026691,1.516937,2.245223
2.528094,3.416081,3.221445,2.832961
2.953140,2.629736,2.515782,2.670008
1.970519,1.921911,0.631607,0.772592
0.178906,0.308275,0.548036,0.003984
0.127058,0.178950,0.013203,0.588765
0.004824,0.082365,0.078732,0.570235
0.252833,0.792555,0.067320,0.143075
0.542173,0.000163,0.172850,0.025487
0.364147,0.376198,0.297912,1.113211
1.379355,1.064420,0.441954,1.394666
1.088065,2.073140,2.587616,3.085548
2.369238,2.478062,2.327763,3.157419
3.183160,2.893311,2.732971,2.022252
1.667532,1.330508,1.717216,0.916249
0.935930,0.759199,0.345056,1.715090
1.541961,2.027907,1.795706,2.621420
3.127062,3.743138,4.235662,4.935174
4.731768,4.079157,3.567742,3.200895
3.728146,2.342593,2.778485,3.307904
3.202319,2.899544,1.650602,0.721911
1.378487,0.327501,1.119450,0.128607
0.423353,0.684347,0.902782,0.595824
1.015886,0.483022,0.146213,0.555142
0.446421,0.735994,0.758841,0.308170
0.505362,0.035985,0.351778,0.325766
0.412092,1.152980,1.051830,0.722068
0.739939,0.705291,0.736917,0.639296
1.401550,1.412613,0.872851,0.271397
0.287274,0.628438,0.479254,0.828624
1.601945,0.540729,0.660938,0.271789
0.243556,0.312950,0.359499,0.092375
0.116749,0.139893,0.089458,0.353174
0.555649,0.825310,0.426716,0.042052
0.407120,0.490465,0.048976,0.437971
0.529940,1.379854,2.483415,3.407763
3.872912,2.799637,2.141692,2.286400
2.136795,0.536313,0.521850,0.592354
0.313622,0.531583,0.374177,0.700800
0.136256,0.275599,0.594011,0.511040
0.931616,1.406129,1.175547,0.758535
0.464467,0.089069,0.407144,0.013676
0.411721,0.030346,0.189744,0.345084
0.102111,0.654783,0.051258,0.753906
1.334158,0.543754,0.311685,0.119987
0.627885,0.608741,0.895024,0.773233
0.220638,0.430037,0.347841,0.362568
0.049072,0.078869,0.759950,0.597664
1.023958,1.544754,2.080586,0.956125
1.417112,1.487245,1.182720,1.230305
0.543416,0.145579,0.100318,0.416676
0.440658,0.066252,0.109736,0.318321
0.284828,0.252468,0.403025,0.103116
1.121569,1.713270,1.234777,0.682315
0.466319,0.152874,0.485770,0.503732
0.939446,0.255550,0.164617,0.205386
0.059069,0.417799,0.360028,0.374677
1.017303,1.550814,1.685095,0.831913
0.211608,0.177561,0.269622,0.009043
0.058541,0.353144,0.809756,0.787371
1.178027,0.624970,0.679098,0.332058
0.262502,0.093132,0.131304,0.473349
0.364766,0.592906,0.202574,0.030065
0.154992,0.595896,1.235564,1.153389
0.966253,0.594853,0.904579,1.478818
0.352062,0.229771,0.778130,0.459719
0.488552,0.693575,0.936926,0.167827
0.111236,0.355085,0.204026,0.814190
0.399456,0.876557,1.062363,1.485186
1.481863,1.007715,0.880565,0.259775
0.008555,0.181044,0.716382,0.705064
0.993206,0.320138,0.173179,0.751740
1.215816,1.785092,0.486421,0.595392
0.677647,0.468155,0.858643,0.065153
0.129227,0.293821,0.515385,0.545378
0.135205,0.297828,0.047613,0.973447
0.770589,0.377218,0.428431,0.660807
0.815482,0.440931,0.843553,0.668869
0.805598,0.334198,0.800972,0.633349
0.110296,0.797466,1.266997,0.540731
0.294451,0.180854,0.054648,0.258606
0.190687,0.403088,0.606627,0.699567
0.714492,0.491355,0.141920,0.454219
0.968242,1.070915,0.354440,0.491205
1.120446,1.845291,2.255977,1.842028
2.120821,2.166053,2.051170,0.780993
0.191709,0.263743,0.011740,0.661106
0.017495,0.092298,0.097010,1.166131
0.169538,0.794562,0.281290,0.399946
0.675191,0.477127,0.027030,0.316043
0.299097,0.012049,0.346542,0.939800
0.185707,0.135244,0.410521,0.129244
0.067136,0.214219,0.032531,0.669558
1.210399,1.359344,0.695433,0.046743
0.557514,1.222765,0.968989,1.052892
0.663794,0.486188,0.272691,0.634187
0.632073,1.376892,0.927168,0.832016
0.194024,0.172814,0.343118,0.533854
0.739350,0.686372,1.058679,0.305867
0.389933,0.254323,0.259401,0.769813
0.014833,0.100419,0.023259,0.327073
0.333304,0.803859,0.245878,0.196518
0.324500,0.095078,1.361501,2.231390
1.723712,2.094274,0.554909,0.026802
0.216701,0.412010,0.352253,0.395800
0.519111,1.196020,0.379508,1.134057
0.715024,0.620974,0.223712,0.058350
1.205385,0.581273,0.883115,0.770634
0.862510,0.818615,0.384196,0.306526
0.065924,0.023431,0.046494,0.676953
0.411433,0.186669,0.014629,0.376380
0.044066,0.588828,0.659528,0.957309
